cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
other,shared_40_200,C6orf99,PSNP_200nm_vs_control,-0.6395140290260315,8.581466664430889e-30,DOWN
other,shared_40_200,CACNA1C,PSNP_200nm_vs_control,0.7043733596801758,9.488926895674582e-07,UP
other,shared_40_200,CAPG,PSNP_200nm_vs_control,-1.44870924949646,2.0759305786557413e-10,DOWN
other,shared_40_200,CCDC68,PSNP_200nm_vs_control,2.546947717666626,1.8495712345965276e-09,UP
other,shared_40_200,CCL22,PSNP_200nm_vs_control,0.6084367036819458,1.1237189868008588e-13,UP
other,shared_40_200,CCL3,PSNP_200nm_vs_control,1.0710935592651367,0.00149319755380993,UP
other,shared_40_200,CCNJL,PSNP_200nm_vs_control,0.4345451593399048,2.893113969863327e-07,UP
other,shared_40_200,CCR5,PSNP_200nm_vs_control,4.472375869750977,1.468651820800639e-26,UP
other,shared_40_200,CDCP1,PSNP_200nm_vs_control,-1.4945011138916016,6.112238516586512e-25,DOWN
other,shared_40_200,CDK14,PSNP_200nm_vs_control,-0.7729277014732361,6.355055235606434e-05,DOWN
other,shared_40_200,CDKN1A,PSNP_200nm_vs_control,-0.5061358213424683,5.4927803916316035e-14,DOWN
other,shared_40_200,CEACAM1,PSNP_200nm_vs_control,0.8821609616279602,3.0554628940251426e-28,UP
other,shared_40_200,CES1,PSNP_200nm_vs_control,3.0697171688079834,7.96692971055596e-25,UP
other,shared_40_200,CHEK2,PSNP_200nm_vs_control,-0.37939348816871643,1.952892381971801e-07,DOWN
other,shared_40_200,CHL1,PSNP_200nm_vs_control,0.9418594241142273,3.833465451682918e-06,UP
other,shared_40_200,CLNK,PSNP_200nm_vs_control,2.0179593563079834,4.6142563751606435e-29,UP
other,shared_40_200,CLSPN,PSNP_200nm_vs_control,0.9188103079795837,7.524090899216741e-08,UP
other,shared_40_200,CORO1C,PSNP_200nm_vs_control,-0.46293988823890686,1.336838830838749e-08,DOWN
other,shared_40_200,CPM,PSNP_200nm_vs_control,1.649501085281372,3.55011361890037e-15,UP
other,shared_40_200,CREB5,PSNP_200nm_vs_control,0.46800386905670166,9.639892601411116e-06,UP
other,shared_40_200,CREG1,PSNP_200nm_vs_control,-1.1329458951950073,4.1507154533954706e-08,DOWN
other,shared_40_200,CSF2RA,PSNP_200nm_vs_control,-1.015654444694519,3.289664611371061e-10,DOWN
other,shared_40_200,CTB-61M7.2,PSNP_200nm_vs_control,0.9013650417327881,3.366026347122801e-29,UP
other,shared_40_200,CTBP2,PSNP_200nm_vs_control,-0.5706349015235901,8.375262877139249e-07,DOWN
other,shared_40_200,CTC-209H22.3,PSNP_200nm_vs_control,1.2427552938461304,1.317233072936153e-30,UP
other,shared_40_200,CTD-2363C16.1,PSNP_200nm_vs_control,3.0726399421691895,3.631124888341793e-26,UP
other,shared_40_200,CTD-2562J15.6,PSNP_200nm_vs_control,0.6886008381843567,1.317233072936153e-30,UP
other,shared_40_200,CTD-2588C8.8,PSNP_200nm_vs_control,2.957404375076294,2.2911512770027445e-31,UP
other,shared_40_200,CTSH,PSNP_200nm_vs_control,0.7537660598754883,4.989725055153719e-07,UP
other,shared_40_200,CXCL13,PSNP_200nm_vs_control,2.3060171604156494,3.292274393261523e-26,UP
other,shared_40_200,CYFIP1,PSNP_200nm_vs_control,-1.1139620542526245,7.047584920875117e-10,DOWN
other,shared_40_200,DGKH,PSNP_200nm_vs_control,1.6517473459243774,1.3257625276380862e-05,UP
other,shared_40_200,DGKI,PSNP_200nm_vs_control,-0.5826776623725891,9.271241350137651e-28,DOWN
other,shared_40_200,DRAM1,PSNP_200nm_vs_control,-1.0155410766601562,7.074864571892837e-07,DOWN
other,shared_40_200,DUSP1,PSNP_200nm_vs_control,1.7029345035552979,1.8763387728037783e-08,UP
other,shared_40_200,DUSP2,PSNP_200nm_vs_control,3.394188165664673,0.0004848636992068786,UP
other,shared_40_200,DUSP5,PSNP_200nm_vs_control,0.4754214286804199,1.3190849144944263e-08,UP
other,shared_40_200,EBI3,PSNP_200nm_vs_control,-0.6441543102264404,2.7661870375103427e-09,DOWN
other,shared_40_200,EDA,PSNP_200nm_vs_control,0.6682433485984802,1.0534686897142614e-06,UP
other,shared_40_200,EDN1,PSNP_200nm_vs_control,0.6521686315536499,4.251106398613073e-32,UP
other,shared_40_200,EFNA5,PSNP_200nm_vs_control,0.9020495414733887,1.7426572047246748e-17,UP
other,shared_40_200,EHF,PSNP_200nm_vs_control,-0.2628798186779022,7.043992353192053e-16,DOWN
other,shared_40_200,ELOVL7,PSNP_200nm_vs_control,-0.9226608276367188,2.0553887017757204e-21,DOWN
other,shared_40_200,EMILIN2,PSNP_200nm_vs_control,-1.3832300901412964,1.7794998964919066e-08,DOWN
other,shared_40_200,EMP2,PSNP_200nm_vs_control,0.30759909749031067,6.709616420443471e-17,UP
other,shared_40_200,ENPP2,PSNP_200nm_vs_control,-1.7671606540679932,4.935142102549075e-25,DOWN
other,shared_40_200,ENTHD1,PSNP_200nm_vs_control,0.8532108068466187,4.431971105617888e-06,UP
other,shared_40_200,EPDR1,PSNP_200nm_vs_control,2.8143246173858643,1.579451236340003e-07,UP
other,shared_40_200,EYA4,PSNP_200nm_vs_control,-0.3205699920654297,2.135265134035055e-26,DOWN
other,shared_40_200,F3,PSNP_200nm_vs_control,0.9531501531600952,4.251106398613073e-32,UP
other,shared_40_200,FAM126A,PSNP_200nm_vs_control,0.408113956451416,0.010855594288485173,UP
other,shared_40_200,FAM171B,PSNP_200nm_vs_control,1.920364260673523,2.2911512770027445e-31,UP
other,shared_40_200,FAM179A,PSNP_200nm_vs_control,3.0998446941375732,2.4471075564555e-06,UP
other,shared_40_200,FAM53B,PSNP_200nm_vs_control,-0.4915812909603119,2.574049637279361e-21,DOWN
other,shared_40_200,FBN1,PSNP_200nm_vs_control,-0.5637543797492981,1.925007444188272e-27,DOWN
other,shared_40_200,FCRL3,PSNP_200nm_vs_control,-0.35557442903518677,7.607958022770856e-06,DOWN
other,shared_40_200,FGD4,PSNP_200nm_vs_control,-4.775527477264404,6.172059955935676e-20,DOWN
other,shared_40_200,FLVCR2,PSNP_200nm_vs_control,0.4800778925418854,1.1400621342759393e-12,UP
other,shared_40_200,FOS,PSNP_200nm_vs_control,-0.8187388777732849,9.883471563469654e-15,DOWN
other,shared_40_200,FRMD4B,PSNP_200nm_vs_control,-1.8883999586105347,0.009418571581220843,DOWN
other,shared_40_200,FSCN1,PSNP_200nm_vs_control,1.1362985372543335,0.003312245893371856,UP
other,shared_40_200,FSTL4,PSNP_200nm_vs_control,1.2317917346954346,6.99208456769364e-07,UP
other,shared_40_200,GALNT2,PSNP_200nm_vs_control,0.7297376990318298,0.01376930340114505,UP
other,shared_40_200,GATA2,PSNP_200nm_vs_control,0.7807469367980957,6.297885865013154e-20,UP
other,shared_40_200,GK,PSNP_200nm_vs_control,-0.498116672039032,1.9387390699473742e-05,DOWN
other,shared_40_200,GNA15,PSNP_200nm_vs_control,-1.385453701019287,2.3568677432471988e-17,DOWN
other,shared_40_200,GNG8,PSNP_200nm_vs_control,0.6797938346862793,1.485476673888739e-15,UP
other,shared_40_200,GOLGA8Q,PSNP_200nm_vs_control,0.3657996356487274,2.2911512770027445e-31,UP
other,shared_40_200,GPHN,PSNP_200nm_vs_control,-1.7301160097122192,0.00780554116620342,DOWN
other,shared_40_200,GPR141,PSNP_200nm_vs_control,1.0835340023040771,7.928504226275101e-11,UP
other,shared_40_200,GRASP,PSNP_200nm_vs_control,1.509462594985962,1.1678619881115592e-05,UP
other,shared_40_200,GZMA,PSNP_200nm_vs_control,-0.4832056164741516,2.9730746123131734e-09,DOWN
other,shared_40_200,H1FX,PSNP_200nm_vs_control,1.3265531063079834,0.00021943853821107133,UP
other,shared_40_200,H2AFX,PSNP_200nm_vs_control,0.5058238506317139,1.1629733632544134e-17,UP
other,shared_40_200,HDAC9,PSNP_200nm_vs_control,-0.7311471700668335,1.7814029458201993e-13,DOWN
other,shared_40_200,HES1,PSNP_200nm_vs_control,5.4898858070373535,1.090194712726949e-27,UP
other,shared_40_200,HIST1H3H,PSNP_200nm_vs_control,1.0352007150650024,5.434222494304773e-07,UP
other,shared_40_200,HK2,PSNP_200nm_vs_control,-1.0075299739837646,7.176808766387506e-16,DOWN
other,shared_40_200,HLA-DPA1,PSNP_200nm_vs_control,1.4800466299057007,0.0007388136091419091,UP
other,shared_40_200,HLA-DRB1,PSNP_200nm_vs_control,1.4866000413894653,4.300074833008163e-05,UP
other,shared_40_200,HMGA2,PSNP_200nm_vs_control,-1.0415358543395996,2.18774710846899e-26,DOWN
other,shared_40_200,HSPA1A,PSNP_200nm_vs_control,1.2400680780410767,3.6983415654549647e-05,UP
other,shared_40_200,HSPA6,PSNP_200nm_vs_control,1.4923471212387085,1.317233072936153e-30,UP
other,shared_40_200,HTR7,PSNP_200nm_vs_control,-1.4626809358596802,4.819703537834528e-25,DOWN
other,shared_40_200,HVCN1,PSNP_200nm_vs_control,-3.603257179260254,0.0005291173237772987,DOWN
other,shared_40_200,IDO2,PSNP_200nm_vs_control,0.5575646162033081,3.415510007579632e-29,UP
other,shared_40_200,IER5L,PSNP_200nm_vs_control,-0.6088967323303223,2.11507697515356e-24,DOWN
other,shared_40_200,IFNLR1,PSNP_200nm_vs_control,4.423727989196777,1.112464165387149e-24,UP
other,shared_40_200,IL1A,PSNP_200nm_vs_control,-4.778792858123779,3.143848471292394e-26,DOWN
other,shared_40_200,IL2RA,PSNP_200nm_vs_control,-1.4048988819122314,2.4126395200629877e-12,DOWN
other,shared_40_200,IL36G,PSNP_200nm_vs_control,3.429353952407837,9.271241350137651e-28,UP
other,shared_40_200,INHBA,PSNP_200nm_vs_control,-0.6878771185874939,4.794555682847939e-15,DOWN
other,shared_40_200,INPP5F,PSNP_200nm_vs_control,1.1254148483276367,2.8121424679917698e-05,UP
other,shared_40_200,IRAK2,PSNP_200nm_vs_control,-0.2520639896392822,0.004775857427401253,DOWN
other,shared_40_200,ITGB8,PSNP_200nm_vs_control,-0.677726149559021,6.741375193441702e-05,DOWN
other,shared_40_200,ITPR1,PSNP_200nm_vs_control,0.6287310719490051,0.042697020206859344,UP
other,shared_40_200,JAG1,PSNP_200nm_vs_control,-0.7641922235488892,4.479389083882518e-25,DOWN
other,shared_40_200,KHDRBS2,PSNP_200nm_vs_control,5.698639392852783,2.237728102016622e-07,UP
other,shared_40_200,KIAA1549,PSNP_200nm_vs_control,-1.666696548461914,1.9655486604698238e-21,DOWN
other,shared_40_200,KLHDC10,PSNP_200nm_vs_control,2.8670177459716797,1.2842619242096992e-08,UP
other,shared_40_200,LCN2,PSNP_200nm_vs_control,2.3849713802337646,2.2911512770027445e-31,UP
other,shared_40_200,LGALS1,PSNP_200nm_vs_control,-1.2681410312652588,4.298426346171737e-07,DOWN
other,shared_40_200,LHFP,PSNP_200nm_vs_control,-0.285026490688324,6.560517076607639e-18,DOWN
other,shared_40_200,LINC00299,PSNP_200nm_vs_control,-0.6975167989730835,0.0005154172969053195,DOWN
other,shared_40_200,LINC00926,PSNP_200nm_vs_control,-1.9761664867401123,5.48537391633076e-21,DOWN
other,shared_40_200,LINGO2,PSNP_200nm_vs_control,1.801031231880188,1.0534686897142614e-06,UP
other,shared_40_200,LMCD1,PSNP_200nm_vs_control,-1.6653800010681152,4.4767517546571154e-07,DOWN
other,shared_40_200,LONRF3,PSNP_200nm_vs_control,1.3220117092132568,6.806379728519964e-05,UP
other,shared_40_200,LRRC2,PSNP_200nm_vs_control,-0.2516835927963257,2.393950211416867e-06,DOWN
other,shared_40_200,MAMLD1,PSNP_200nm_vs_control,-1.963354468345642,9.293601481065087e-20,DOWN
other,shared_40_200,MARCKS,PSNP_200nm_vs_control,-0.4165780544281006,1.7634434656257924e-07,DOWN
other,shared_40_200,MATK,PSNP_200nm_vs_control,0.5899726748466492,2.088354339621391e-17,UP
other,shared_40_200,MB21D2,PSNP_200nm_vs_control,0.55710768699646,2.6719266516426344e-08,UP
other,shared_40_200,MET,PSNP_200nm_vs_control,0.27405688166618347,1.0115729339523784e-12,UP
other,shared_40_200,MGST1,PSNP_200nm_vs_control,-0.8309710025787354,3.485955887961565e-15,DOWN
other,shared_40_200,MIR503HG,PSNP_200nm_vs_control,1.434743046760559,8.078263351863295e-07,UP
other,shared_40_200,MLTK,PSNP_200nm_vs_control,-0.5357803106307983,9.83075776777119e-07,DOWN
other,shared_40_200,MME,PSNP_200nm_vs_control,0.5685428977012634,9.961887864820977e-28,UP
other,shared_40_200,MMP14,PSNP_200nm_vs_control,3.520411252975464,2.9410473788716447e-16,UP
other,shared_40_200,MNS1,PSNP_200nm_vs_control,2.578427791595459,1.1808255776588426e-07,UP
other,shared_40_200,MPZL2,PSNP_200nm_vs_control,0.6340640187263489,4.832171184893693e-29,UP
other,shared_40_200,NCF2,PSNP_200nm_vs_control,-1.2613599300384521,1.0101389400192799e-13,DOWN
other,shared_40_200,NDRG1,PSNP_200nm_vs_control,0.26725584268569946,5.018641316867219e-06,UP
other,shared_40_200,NEK10,PSNP_200nm_vs_control,3.2268855571746826,1.5608767782981534e-07,UP
other,shared_40_200,NEK6,PSNP_200nm_vs_control,-0.6064503788948059,8.586203792286019e-05,DOWN
other,shared_40_200,NLRP3,PSNP_200nm_vs_control,-1.0037477016448975,6.805338814797199e-24,DOWN
other,shared_40_200,NPL,PSNP_200nm_vs_control,-2.8143882751464844,1.468651820800639e-26,DOWN
other,shared_40_200,NR4A3,PSNP_200nm_vs_control,0.2983596622943878,1.130367654578795e-06,UP
other,shared_40_200,NR6A1,PSNP_200nm_vs_control,2.081033706665039,3.355360273305424e-08,UP
other,shared_40_200,NRP1,PSNP_200nm_vs_control,-0.3744543492794037,1.756059327204621e-08,DOWN
other,shared_40_200,PALLD,PSNP_200nm_vs_control,-2.285715341567993,2.648548098249806e-05,DOWN
other,shared_40_200,PAPLN,PSNP_200nm_vs_control,0.38586413860321045,1.2734343427670637e-13,UP
other,shared_40_200,PARD3B,PSNP_200nm_vs_control,0.5610923171043396,5.37302546615833e-29,UP
other,shared_40_200,PCBP3,PSNP_200nm_vs_control,1.833757758140564,3.124478904185792e-25,UP
other,shared_40_200,PCSK6,PSNP_200nm_vs_control,0.5671127438545227,9.961887864820977e-28,UP
other,shared_40_200,PDE6H,PSNP_200nm_vs_control,0.33105623722076416,4.251106398613073e-32,UP
other,shared_40_200,PDGFD,PSNP_200nm_vs_control,12.891352653503418,4.1749875000461006e-05,UP
other,shared_40_200,PEG10,PSNP_200nm_vs_control,-3.0763933658599854,4.379891900937239e-07,DOWN
other,shared_40_200,PHLDA2,PSNP_200nm_vs_control,-1.7904318571090698,4.272099324470853e-25,DOWN
other,shared_40_200,PHLPP1,PSNP_200nm_vs_control,1.2397810220718384,0.004179129647606704,UP
other,shared_40_200,PKIG,PSNP_200nm_vs_control,1.7139995098114014,2.533594868881105e-13,UP
other,shared_40_200,PLA2G4A,PSNP_200nm_vs_control,-1.713631272315979,3.5878358725302636e-19,DOWN
other,shared_40_200,PLAUR,PSNP_200nm_vs_control,-1.5074057579040527,2.962124733457248e-11,DOWN
other,shared_40_200,PLCH2,PSNP_200nm_vs_control,0.3694319725036621,2.2911512770027445e-31,UP
other,shared_40_200,PLK2,PSNP_200nm_vs_control,2.752903699874878,1.0502901384495637e-10,UP
other,shared_40_200,PMAIP1,PSNP_200nm_vs_control,1.8555846214294434,7.269383148780343e-09,UP
other,shared_40_200,PMEPA1,PSNP_200nm_vs_control,-1.3218284845352173,0.005027144904539438,DOWN
other,shared_40_200,PPP1R26-AS1,PSNP_200nm_vs_control,1.4793508052825928,1.8799941320970056e-07,UP
other,shared_40_200,PRLR,PSNP_200nm_vs_control,0.8292526006698608,2.850174796368303e-26,UP
other,shared_40_200,PRR16,PSNP_200nm_vs_control,0.6900985240936279,1.5975555880708025e-18,UP
other,shared_40_200,RAB13,PSNP_200nm_vs_control,1.4488396644592285,2.7071528085770693e-08,UP
other,shared_40_200,RAI14,PSNP_200nm_vs_control,-1.3044958114624023,3.153965331877293e-29,DOWN
other,shared_40_200,RANBP17,PSNP_200nm_vs_control,0.45845943689346313,1.6367133795686701e-24,UP
other,shared_40_200,RFX2,PSNP_200nm_vs_control,1.9158800840377808,0.01607627429357603,UP
other,shared_40_200,RFX8,PSNP_200nm_vs_control,-0.6710906624794006,2.781950808441651e-11,DOWN
other,shared_40_200,RGCC,PSNP_200nm_vs_control,-1.0124019384384155,0.001022714917664385,DOWN
other,shared_40_200,RNU11,PSNP_200nm_vs_control,1.2958804368972778,5.39945979272366e-26,UP
other,shared_40_200,RNU12,PSNP_200nm_vs_control,1.8315939903259277,2.92663975029129e-28,UP
other,shared_40_200,RP11-142C4.6,PSNP_200nm_vs_control,3.8308751583099365,1.741801899213152e-07,UP
other,shared_40_200,RP11-157E21.1,PSNP_200nm_vs_control,0.4130789339542389,4.251106398613073e-32,UP
other,shared_40_200,RP11-175E9.1,PSNP_200nm_vs_control,0.3420380651950836,4.251106398613073e-32,UP
other,shared_40_200,RP11-24F11.2,PSNP_200nm_vs_control,-1.7259695529937744,3.0076906333608055e-29,DOWN
other,shared_40_200,RP11-366L20.2,PSNP_200nm_vs_control,-0.4465819299221039,1.1423505618525827e-23,DOWN
other,shared_40_200,RP11-382A20.4,PSNP_200nm_vs_control,-1.119265079498291,3.297139989494924e-29,DOWN
other,shared_40_200,RP11-383H13.1,PSNP_200nm_vs_control,0.31644773483276367,5.634138335194084e-07,UP
other,shared_40_200,RP11-44K6.3,PSNP_200nm_vs_control,-0.7274395823478699,2.53064730567305e-26,DOWN
other,shared_40_200,RP11-508N12.2,PSNP_200nm_vs_control,1.6261366605758667,3.415510007579632e-29,UP
other,shared_40_200,RP11-624L4.1,PSNP_200nm_vs_control,-0.45105767250061035,3.2172058717486146e-26,DOWN
other,shared_40_200,RP11-665G4.1,PSNP_200nm_vs_control,1.6083537340164185,1.5340437775379834e-18,UP
other,shared_40_200,RP11-701P16.5,PSNP_200nm_vs_control,1.478398323059082,4.251106398613073e-32,UP
other,shared_40_200,RP11-778J15.1,PSNP_200nm_vs_control,3.9811153411865234,6.99208456769364e-07,UP
other,shared_40_200,RP11-830F9.6,PSNP_200nm_vs_control,-0.6146560311317444,7.2226453125783e-11,DOWN
other,shared_40_200,RP5-1027G4.3,PSNP_200nm_vs_control,2.3846354484558105,9.415436724244038e-25,UP
other,shared_40_200,RUNX1,PSNP_200nm_vs_control,1.22519052028656,0.009418571581220843,UP
other,shared_40_200,RUSC2,PSNP_200nm_vs_control,-2.6782186031341553,4.700433200015157e-21,DOWN
other,shared_40_200,S100A10,PSNP_200nm_vs_control,0.35275521874427795,0.010357667182364253,UP
other,shared_40_200,S100A4,PSNP_200nm_vs_control,-4.774716377258301,0.0024967321140639286,DOWN
other,shared_40_200,S100P,PSNP_200nm_vs_control,-0.4935545325279236,3.4247145542155782e-28,DOWN
other,shared_40_200,SAMD4A,PSNP_200nm_vs_control,3.769507884979248,6.2505459683828636e-06,UP
other,shared_40_200,SASH1,PSNP_200nm_vs_control,-2.6194186210632324,3.08480326161068e-29,DOWN
other,shared_40_200,SBF2,PSNP_200nm_vs_control,1.3205679655075073,0.007431712483605605,UP
other,shared_40_200,SERPINB7,PSNP_200nm_vs_control,-0.557835042476654,5.135590723347276e-21,DOWN
other,shared_40_200,SESN3,PSNP_200nm_vs_control,-0.5747545957565308,3.14708330603598e-11,DOWN
other,shared_40_200,SGIP1,PSNP_200nm_vs_control,2.4130301475524902,3.415510007579632e-29,UP
other,shared_40_200,SGMS1,PSNP_200nm_vs_control,0.48582419753074646,0.037659565439745024,UP
other,shared_40_200,SLC25A37,PSNP_200nm_vs_control,0.8121290802955627,1.8196163876044276e-06,UP
other,shared_40_200,SLC25A43,PSNP_200nm_vs_control,-3.0142436027526855,7.443479754676586e-06,DOWN
other,shared_40_200,SLC27A2,PSNP_200nm_vs_control,-0.9806073904037476,1.1345375986411331e-22,DOWN
other,shared_40_200,SLC30A4,PSNP_200nm_vs_control,0.7808675169944763,2.9146495396381757e-10,UP
other,shared_40_200,SLC44A5,PSNP_200nm_vs_control,1.939073920249939,6.99208456769364e-07,UP
other,shared_40_200,SLC6A6,PSNP_200nm_vs_control,-0.9371633529663086,0.0014579357525992985,DOWN
other,shared_40_200,SLC7A7,PSNP_200nm_vs_control,-0.7194046974182129,2.5442013205586495e-22,DOWN
other,shared_40_200,SNAPC1,PSNP_200nm_vs_control,2.620617389678955,2.7434596501634537e-06,UP
other,shared_40_200,SOCS3,PSNP_200nm_vs_control,-0.3054670989513397,6.507978303084959e-08,DOWN
other,shared_40_200,SOX5,PSNP_200nm_vs_control,0.7191768288612366,3.058078147596856e-15,UP
other,shared_40_200,SOX6,PSNP_200nm_vs_control,-0.5027129054069519,2.2911512770027445e-31,DOWN
other,shared_40_200,SPI1,PSNP_200nm_vs_control,-1.5314006805419922,5.0277236676496255e-11,DOWN
other,shared_40_200,SPRED2,PSNP_200nm_vs_control,-0.9881536960601807,3.291925297013711e-13,DOWN
other,shared_40_200,SRC,PSNP_200nm_vs_control,-2.0594635009765625,6.973802927196916e-17,DOWN
other,shared_40_200,SRGAP1,PSNP_200nm_vs_control,0.8673801422119141,2.6598128879205955e-14,UP
other,shared_40_200,SYNGR1,PSNP_200nm_vs_control,0.27440953254699707,6.727729202180083e-07,UP
other,shared_40_200,TBC1D12,PSNP_200nm_vs_control,0.5485517382621765,2.201614514760136e-10,UP
other,shared_40_200,TBC1D2,PSNP_200nm_vs_control,-0.6106898188591003,1.3438025570468249e-09,DOWN
other,shared_40_200,TBC1D9,PSNP_200nm_vs_control,0.39483463764190674,8.851624594443926e-12,UP
other,shared_40_200,TCF7L2,PSNP_200nm_vs_control,0.6671240329742432,0.0006669230401764607,UP
other,shared_40_200,TEX11,PSNP_200nm_vs_control,1.0776809453964233,3.415510007579632e-29,UP
other,shared_40_200,TFEC,PSNP_200nm_vs_control,-1.9409681558609009,2.871958808134605e-10,DOWN
other,shared_40_200,TIMP1,PSNP_200nm_vs_control,1.4045064449310303,3.517753819356118e-05,UP
other,shared_40_200,TLL2,PSNP_200nm_vs_control,1.6731377840042114,6.99208456769364e-07,UP
other,shared_40_200,TNFAIP2,PSNP_200nm_vs_control,-0.5946224331855774,2.717814281090734e-13,DOWN
other,shared_40_200,TNFAIP6,PSNP_200nm_vs_control,-1.086567759513855,2.599181841942836e-22,DOWN
other,shared_40_200,TNFRSF1B,PSNP_200nm_vs_control,-0.5686114430427551,0.04483762629594147,DOWN
other,shared_40_200,TNIP3,PSNP_200nm_vs_control,-0.32778802514076233,3.2172058717486146e-26,DOWN
other,shared_40_200,TOP2A,PSNP_200nm_vs_control,7.066715717315674,1.1161487553970799e-27,UP
other,shared_40_200,TOX,PSNP_200nm_vs_control,0.9695215821266174,0.005604704290666462,UP
other,shared_40_200,TPSAB1,PSNP_200nm_vs_control,1.1026712656021118,3.5656824792832026e-22,UP
other,shared_40_200,TSHZ3,PSNP_200nm_vs_control,4.4129791259765625,3.057040153352845e-09,UP
other,shared_40_200,TTTY14,PSNP_200nm_vs_control,2.3142125606536865,1.6596372192033238e-07,UP
other,shared_40_200,UBASH3B,PSNP_200nm_vs_control,-0.35915327072143555,2.714297168529121e-06,DOWN
other,shared_40_200,VCAN,PSNP_200nm_vs_control,-0.38233625888824463,5.8640925351611284e-21,DOWN
other,shared_40_200,VNN1,PSNP_200nm_vs_control,-3.4645743370056152,2.3197662242535442e-29,DOWN
other,shared_40_200,WDFY3,PSNP_200nm_vs_control,-1.7946438789367676,9.041269088924915e-16,DOWN
other,shared_40_200,WDFY4,PSNP_200nm_vs_control,-0.36096248030662537,0.005484615253016687,DOWN
other,shared_40_200,WHSC1,PSNP_200nm_vs_control,1.783651351928711,0.0004249123027942427,UP
other,shared_40_200,WNT5A,PSNP_200nm_vs_control,0.2877381145954132,1.3137273232843477e-17,UP
other,shared_40_200,WWC2,PSNP_200nm_vs_control,0.32800179719924927,1.2466731175650392e-18,UP
other,shared_40_200,ZMIZ1-AS1,PSNP_200nm_vs_control,-1.2216089963912964,1.640094165523977e-22,DOWN
other,shared_40_200,ZNF670,PSNP_200nm_vs_control,0.857603907585144,1.27171770509556e-06,UP
other,shared_40_200,ZNF683,PSNP_200nm_vs_control,-0.5658708214759827,1.317233072936153e-30,DOWN
other,shared_40_200,ZNF804A,PSNP_200nm_vs_control,-2.3090903759002686,1.5100765367738978e-16,DOWN
other,shared_40_200,ZNRF1,PSNP_200nm_vs_control,-0.6978513598442078,0.0013326895688837949,DOWN
other,shared_all_three,ABL2,PSNP_mix_40_200_vs_control,-0.9845768809318542,6.856563738942231e-05,DOWN
other,shared_all_three,ABR,PSNP_mix_40_200_vs_control,-2.1245367527008057,5.220905820157294e-08,DOWN
other,shared_all_three,ABTB2,PSNP_mix_40_200_vs_control,-2.1232223510742188,0.03779221695888849,DOWN
other,shared_all_three,AC007246.3,PSNP_mix_40_200_vs_control,-1.4441373348236084,2.064972483643393e-10,DOWN
other,shared_all_three,AC069368.3,PSNP_mix_40_200_vs_control,-0.4717848598957062,9.289659441858663e-11,DOWN
other,shared_all_three,AC092580.4,PSNP_mix_40_200_vs_control,0.3827318549156189,4.2577085682027045e-17,UP
other,shared_all_three,ACVR2A,PSNP_mix_40_200_vs_control,-2.7819128036499023,2.4064141773539774e-08,DOWN
other,shared_all_three,ADA,PSNP_mix_40_200_vs_control,-2.3222272396087646,0.023291752460306556,DOWN
other,shared_all_three,ADAM28,PSNP_mix_40_200_vs_control,-1.0579816102981567,3.031948823610179e-08,DOWN
other,shared_all_three,ADAM8,PSNP_mix_40_200_vs_control,3.284508228302002,4.655957162522252e-10,UP
other,shared_all_three,ADAMTS6,PSNP_mix_40_200_vs_control,0.3869950771331787,2.661242285999308e-09,UP
other,shared_all_three,AFF2,PSNP_mix_40_200_vs_control,1.4960181713104248,1.7268446970059135e-06,UP
other,shared_all_three,AGBL4,PSNP_mix_40_200_vs_control,-1.1322702169418335,4.555702386113854e-07,DOWN
other,shared_all_three,ANKRD33B,PSNP_mix_40_200_vs_control,-2.6499247550964355,1.5086264226802963e-17,DOWN
other,shared_all_three,APOBEC3G,PSNP_mix_40_200_vs_control,1.6186555624008179,9.523696677922124e-07,UP
other,shared_all_three,ARHGAP11B,PSNP_mix_40_200_vs_control,-1.1252999305725098,9.052547141527279e-09,DOWN
other,shared_all_three,ARHGAP21,PSNP_mix_40_200_vs_control,-1.4462029933929443,5.140521815474505e-14,DOWN
other,shared_all_three,ARMC9,PSNP_mix_40_200_vs_control,-3.026787281036377,0.01884815313465892,DOWN
other,shared_all_three,ASPM,PSNP_mix_40_200_vs_control,0.634051501750946,1.1127155610038008e-27,UP
other,shared_all_three,ATP1B1,PSNP_mix_40_200_vs_control,-2.5072519779205322,2.537524704650706e-12,DOWN
other,shared_all_three,ATP8B1,PSNP_mix_40_200_vs_control,-0.41952815651893616,3.975842980402862e-19,DOWN
other,shared_all_three,ATXN7L1,PSNP_mix_40_200_vs_control,0.8649454116821289,1.726545915149834e-09,UP
other,shared_all_three,BCL2,PSNP_mix_40_200_vs_control,-1.070596694946289,1.4504126469605977e-06,DOWN
other,shared_all_three,BMPR2,PSNP_mix_40_200_vs_control,-3.788243055343628,8.895411596829337e-08,DOWN
other,shared_all_three,C12orf42,PSNP_mix_40_200_vs_control,0.6075221300125122,3.305072845107594e-11,UP
other,shared_all_three,C20orf194,PSNP_mix_40_200_vs_control,-1.2696139812469482,1.3671821040355965e-06,DOWN
other,shared_all_three,CACNA1D,PSNP_mix_40_200_vs_control,4.443356037139893,0.00014118189700288607,UP
other,shared_all_three,CALN1,PSNP_mix_40_200_vs_control,-0.68175208568573,3.458707385664214e-26,DOWN
