gene,scores,logfc,pval,padj,azimuth_cell_type,azimuth_cell_type_key,pct_in_group,pct_out_group,specificity
VIM,5.7067657,2.5547256,1.151430047201978e-08,3.3134677617323107e-07,DC,DC,0.9714285714285714,0.5367183454661753,0.43471022596239617
HIST1H1C,5.6885576,3.5648298,1.2811704475217154e-08,3.6604869929191865e-07,DC,DC,0.6857142857142857,0.12683134842069993,0.5588829372935857
ARHGAP31,5.68534,3.179845,1.3055269578432032e-08,3.7036225754417115e-07,DC,DC,0.7142857142857143,0.11498279065517346,0.5993029236305408
MOB3B,5.6317754,4.6667976,1.7836405955404627e-08,4.95455720983462e-07,DC,DC,0.6,0.05214583777527336,0.5478541622247266
ACSL4,5.6199837,2.7339013,1.9097531528995924e-08,5.268284559723014e-07,DC,DC,0.9142857142857143,0.28241600925954125,0.631869705026173
ABTB2,5.615768,4.812093,1.9569087594347454e-08,5.361393861465057e-07,DC,DC,0.6,0.05732387073193019,0.5426761292680697
RDX,5.612194,3.0744061,1.9977701458513598e-08,5.436109240411863e-07,DC,DC,0.7428571428571429,0.16447869391733422,0.5783784489398087
MAP3K8,5.607301,2.8328142,2.055058332572699e-08,5.554211709655943e-07,DC,DC,0.8571428571428572,0.24534738509335688,0.6117954720495004
PTPRS,5.598549,5.5524073,2.1615326371509706e-08,5.764087032402589e-07,DC,DC,0.5714285714285714,0.025250525418050014,0.5461780460105213
CORO1C,5.5943246,3.4505198,2.214824202414217e-08,5.867083979905211e-07,DC,DC,0.6571428571428571,0.08650360939356097,0.5706392477492962
LGALS3,5.5745387,3.1522856,2.4818693413038107e-08,6.531235108694239e-07,DC,DC,0.7428571428571429,0.1783375468307392,0.5645195960264037
OSBPL3,5.5267315,3.124532,3.262520661833221e-08,8.529465782570512e-07,DC,DC,0.7142857142857143,0.14864000487344275,0.5656457094122715
SYK,5.5189953,2.7630417,3.409436009913252e-08,8.838342356237961e-07,DC,DC,0.7142857142857143,0.11851603667265692,0.5957696776130574
EIF4A3,5.518202,2.5829628,3.42485766304221e-08,8.838342356237961e-07,DC,DC,0.8,0.17404282537845328,0.6259571746215468
ICAM1,5.5154834,3.646277,3.478222080533961e-08,8.918518155215284e-07,DC,DC,0.6285714285714286,0.07203557613231397,0.5565358524391146
SIPA1L1,5.507872,2.639905,3.6319686812602265e-08,9.2534233917458e-07,DC,DC,0.9428571428571428,0.43714781761140387,0.505709325245739
FNIP2,5.488728,3.1093297,4.048385703168659e-08,1.0120964257921646e-06,DC,DC,0.7142857142857143,0.14151259480369166,0.5727731194820227
GALNT2,5.48666,2.6926644,4.096038898357154e-08,1.0176494157409078e-06,DC,DC,0.8857142857142858,0.30154427218177937,0.5841700135325064
